seqno,grade,sex,race,bilingual,bil,lunch,income,sn,sped,absent1,absent2,present1,present2,v15,v16,v17,passfail,sat_00_m,v19,v20,v21,sat_00_r,v23,v24,sat1m,sat_01_m,v27,v28,sat1r,sat_01_r,spr00plm,mcas00m,spr00ple,mcas00e,spr01plm,mcas01m,spr01ple,mcas01e,fa01plm,mcasfama,fa01ple,mcasfael,sch
1614,9,M,Black, ,No,O,3, ,0,1, ,13, ,7,32,1,0,654,7,43,2,674,8,46,2,676,8,45,2,686, , , , ,W,218,NI,236, , , , ,1100
1615,9,F,Hispanic, ,No,O,3, ,0,13,16,32,29,7,65,2,1,685,7,77,3,709,8,32,1,663,8,66,3,707, , , , ,NI,220,P,242, , , , ,1100
1616,9,F,Black, ,No,O,3, ,0,4,4,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1100
1617,9,F,White, ,No,AR,2, ,0,4,12, ,33,7,73,2,1,694,7,55,2,686,8,43,2,674,8,64,3,705, , , , ,NI,228,NI,232, , , , ,1100
1618,9,F,Black, ,No,DC,1, ,0,7,11,37,34,7,55,2,1,675,7,23,2,651,8,55,2,684,8,64,3,705, , , , ,W,218,P,242, , , , ,1100
1619,9,F, , ,No,AF,1, ,0,6,9,37,36,7,10,1,0,627,7,17,1,641,8,23,1,653,8,12,1,643, , , , ,W,202,W,212, , , , ,1100
1620,9,F,Hispanic, ,No,AF,1, ,0,2,2,43,43,7,73,2,1,694,7,39,2,670,8,69,2,699,8,27,2,667, , , , ,W,216,W,218, , , , ,1100
1621,9,F,Hispanic, ,No,AF,1, ,0,3,7, ,38,7,21,1,0,642,7,17,1,641,8,20,1,648,8,32,2,673, , , , ,W,216,NI,236, , , , ,1100
1622,9,M,Hispanic, ,No,AF,1, ,0,0, ,45,45,7,55,2,1,675,7,16,1,639,8,20,1,648,8,10,1,639, , , , ,W,214,NI,222, , , , ,1100
1623,9,M,Black, ,No,O,3, ,0, , , , , , , , , , , , , , , , , ,8, , , , , , , , , , , , , , , ,1100
1624,9,F,Asian, ,No,O,3, ,0,6,7,38,38,7,40,1,0,662,7,35,2,666,8,18,1,646,8,74,3,716, , , , ,W,210,NI,232, , , , ,1100
1625,9,M,White, ,No,AR,2, ,0,5,11,31,34,8,67,2,1,697,8,61,3,702, , , , , , , , ,NI,224,P,240, , , , , , , , ,1100
1626,9,F,Hispanic, ,No,O,3, ,0,2,4,43, ,8,18,1,0,646,8,4,1,619,9,35,1,674,9,40,2,691,F,202,NI,228, , , , , , , , ,1100
1627,9,M,Black, ,No,AF,1, ,0,3,8,42,37,8,64,2,1,693,8,71,3,713,9,47,1,684,9,49,2,700,F,202,NI,228, , , , , , , , ,1100
1628,9,M,Black, ,No,AR,2,U4,4,1,1,44,44,7,10,1,0,627,7,18,1,643,8,8,1,629,8,16,1,651, , , , ,W,216,W,218, , , , ,1100
1629,9,F,White, ,No,AF,1,R2,2,1,0,44,45, , , , , , , , , , , , , ,9,16,1,661, , , , , , , , , , , , ,1100
1630,9,F,Hispanic, ,No,AF,1, ,0,2,6,42,39,7,30,1,0,652,7,41,2,672,8,30,1,661,8,34,2,675, , , , ,W,216,NI,222, , , , ,1100
1631,9,M,Hispanic, ,No,O,3, ,0,0, ,45,45,7,44,1,0,666,7,33,2,663,8,53,2,682,8,29,2,669, , , , ,NI,220,NI,232, , , , ,1100
1632,9,M,Hispanic, ,No,AR,2, ,0,3, ,45,42,7,9,1,0,624,7,8,1,624,8,24,1,655,8,8,1,635, , , , ,W,214,W,212, , , , ,1100
1633,9,F,Hispanic, ,No,AF,1, ,0,2, ,45,43,7,44,1,0,666,7,22,2,649,8,43,2,674,8,40,2,681, , , , ,W,218,P,240, , , , ,1100
1634,9,M,Black, ,No,AF,1, ,0,4, ,45, , , , , , , , , , ,8,51,2,680,8,64,3,705, , , , ,NI,220,P,250, , , , ,1100
1635,9,F,White, ,No,O,3,L4,4,3,7,42,38,7,14,1,0,632,7,8,1,624,8,12,1,637,8,6,1,628, , , , ,W,214,W,212, , , , ,1100
1636,9,M,Hispanic, ,No,DC,1, ,0,2, ,45,43,7,24,1,0,646,7,22,2,649,8,17,1,644,8,19,1,655, , , , ,W,218,W,218, , , , ,1100
1637,9,M,Black, ,No,O,3,R3,3,6,7,34,38,8,7,1,0,626,8,4,1,619,9,5,1,629,9,4,1,633,F,200,F,218, , , , , , , , ,1100
1638,9,M,Black, ,No,AR,2, ,0,3,0,40,45,7,69,2,1,689,7,46,2,677,8,48,2,678,8,66,3,707, , , , ,W,218,NI,232, , , , ,1100
1639,9,M,Black, ,No,AF,1, ,0,0, ,45,45,7,17,1,0,636,7,35,2,666,8,59,2,688,8,38,2,679, , , , ,W,218,P,240, , , , ,1100
1640,9,M,Black, ,No,O,3, ,0,1,3,43,42,7,44,1,0,666,7,37,2,668,8,46,2,676,8,38,2,679, , , , ,W,214,NI,234, , , , ,1100
1641,9,F,Black, ,No,AF,1,L4,4,18,18,27,27,7,12,1,0,629,7,33,2,663,8,10,1,634,8,36,2,677, , , , ,W,210,NI,220, , , , ,1100
1642,9,M,Black, ,No,AR,2, ,0,6,11,36,34,8,20,1,0,648,8,19,1,655,8,36,1,667,8,45,2,686,F,216,NI,224,W,218,NI,226, , , , ,1100
1643,9,M,Black, ,No,O,2,L4,4,24,42,17, ,8,15,1,0,641,8,38,2,679,9,25,1,664,9,12,1,652,F,200,F,206, , , , , , , , ,1100
1644,9,F,Black, ,No,O,3, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1100
1645,9,F,Black, ,No,O,3, ,0,4,2, ,43,7,94,3,1,731,7,68,3,699,8,83,3,719,8,71,3,713, , , , ,P,250,P,252, , , , ,1100
1646,9,M,White, ,No,AR,2, ,0,1,6,44,39,7,42,1,0,664,7,60,2,691,8,32,1,663,8,71,3,713, , , , ,W,214,NI,238, , , , ,1100
1647,9,F,Hispanic, ,No,O,3, ,0,7,7,35,38,7,74,2,1,696,7,46,2,677,8,72,2,703,8,71,3,713, , , , ,W,218,NI,232, , , , ,1100
1648,9,F,Asian, ,No,O,3, ,0,36,39,8, ,8,59,2,1,688,8,61,3,702, , , , , , , , ,F,218,P,244, , , , , , , , ,1100
1649,9,M,Black, ,No,AF,1, ,0,2,15,43,30,8,24,1,0,655,8,10,1,639,9,35,1,674,9,20,1,667,F,200,F,212, , , , , , , , ,1100
1650,9,F,Hispanic, ,No,O,3, ,0,27,40,18, ,8,48,2,1,678,8,49,2,690,9,47,1,684, , , , ,F,200,NI,228, , , , , , , , ,1100
1651,9,M,Black, ,No,AF,1, ,0,7,9,37,36,8,26,1,0,657,8,45,2,686,8,40,1,671,8,34,2,675,F,200,NI,226,W,214,NI,230, , , , ,1100
1652,9,M,Black, ,No,O,3,R2,2,0, ,40,45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1100
1653,9,M,Hispanic, ,No,AF,1,L4,4,9,19,36,26,7,8,1,0,622,7,14,1,635,8,34,1,665,8,32,2,673, , , , ,W,212,NI,226, , , , ,1100
1654,9,M,Black, ,No,O,3, ,0,10,27,12,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1100
1655,9,F,Black, ,No,O,3, ,0,1, ,25, ,7,59,2,1,679,7,66,3,697, , , , , , , , , , , , , , , , , , , , ,1100
1656,9,M,Black, ,No,O,3, ,0,4,2,40,43,7,74,2,1,696,7,79,3,712, , , , , , , , , , , , , , , , , , , , ,1100
1657,9,M,Hispanic, ,No,O,3, ,0,8,34,32,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1100
1658,9,F,Black, ,No,AF,1, ,0,2,1,43,44,7,36,1,0,658,7,60,2,691,8,41,1,672,8,71,3,713, , , , ,NI,224,P,242, , , , ,1100
1659,9,M,Hispanic, ,No,O,3, ,0,2,4,42, ,7,52,2,1,672,7,71,3,702,8,32,1,663,8,49,2,690, , , , ,W,216,P,242, , , , ,1100
1660,9,F,Hispanic, ,No,AF,1, ,0,8, ,45,37,7,77,2,1,700,7,39,2,670,8,67,2,697,8,71,3,713, , , , ,W,218,P,240, , , , ,1100
1661,9,F,Black, ,No,AF,1, ,0,9,3,35,42,7,20,1,0,640,7,26,2,655,8,30,1,661,8,40,2,681, , , , ,W,214,NI,232, , , , ,1100
1662,9,M,White, ,No,O,3, ,0,2,0,42,45,8,62,2,1,691,8,56,2,697, , , , , , , , ,NI,226,P,240, , , , , , , , ,1100
1663,9,M,Black, ,No,AF,1, ,0,12,27,32,18,8,24,1,0,655,8,36,2,677,9,21,1,660,9,31,2,682,F,200,NI,230, , , , , , , , ,1100
1664,9,F,Black, ,No,AF,1, ,0,22,17,23,28,7,69,2,1,689,7,68,3,699,8,62,2,691,8,51,2,692, , , , ,W,218,NI,220, , , , ,1100
1665,9,F,Black, ,No,AF,1,L4,4,13,7,32,38,7,6,1,0,616,7,10,1,628,8,5,1,620,8,5,1,624, , , , ,W,216,W,208, , , , ,1100
1666,9,M,Black, ,No,O,3, ,0,1,4,44, ,7,9,1,0,624,7,21,2,647,8,34,1,665,8,30,2,671, , , , ,W,210,NI,226, , , , ,1100
1667,9,F,Black, ,No,O,3, ,0,2, ,45,43,7,24,1,0,646,7,46,2,677, , , , ,8,47,2,688, , , , ,NI,226,NI,238, , , , ,1100
1668,9,M,Black, ,No,AR,2,R3,3,24,18,17,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1100
1669,9,F,Black, ,No,O,3, ,0,6,10,35,35,8,8,1,0,629,8,26,2,665,9,13,1,648,9,17,1,663,F,200,F,218, , , , , , , , ,1100
1670,9,M,White, ,No,AR,2,F4,4,6, ,45,39,7, , , , ,7, , , ,8, , , ,8, , , , , , , ,ALT, ,ALT, , , , , ,1100
1671,9,M,Black, ,No,AF,1, ,0,4,7,35,38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1100
1672,9,F,Black, ,No,AF,1, ,0,8,11,34,34,7,38,1,0,660,7,53,2,684,8,23,1,653,8,64,3,705, , , , ,W,210,NI,236, , , , ,1100
1673,9,M,Black, ,No,O,3,R3,3,12, ,14, ,7,9,1,0,624,7,22,2,649,8,12,1,637,8,27,2,667, , , , ,W,214,W,212, , , , ,1100
1674,9,F,Hispanic, ,No,AF,1, ,0,7,10,38,35,8,17,1,0,644,8,11,1,641,9,35,1,674,9,15,1,659,F,200,F,212, , , , , , , , ,1100
1675,9,M,Black, ,No,AF,1,L4,4,0, ,45,45,7,5,1,0,611,7, , , ,8,6,1,623,8, , , , , , , ,W,216,NI,222, , , , ,1100
1676,9,F,Hispanic, ,No,O,3, ,0,2,4,43, ,7,38,1,0,660,7,31,2,661,8,57,2,686,8,56,2,697, , , , ,W,218,NI,236, , , , ,1100
1677,9,F,Black, ,No,AF,1,F4,4,4,3, ,42,7,8,1,0,622,7,5,1,613,8,8,1,629,8,4,1,619, , , , ,W,204,W,206, , , , ,1100
1678,9,M,Black, ,No,AF,1, ,0,2,2,43,43,7,40,1,0,662,7,41,2,672,8,70,2,701,8,45,2,686, , , , ,W,218,NI,224, , , , ,1100
1679,9,M,Black, ,No,O,3,O4,4,0, ,45,45,7, , , , ,7, , , ,8, , , ,8, , , , , , , ,ALT, ,ALT, , , , , ,1100
1680,9,M,Black, ,No,AF,1, ,0,6,15,21,30,7,28,1,0,650, , , , ,8, , , ,8,2,1,612, , , , , , , , , , , , ,1100
1681,9,M,Black, ,No,TA,1,L4,4, , , , ,7,10,1,0,627,7,2,1,600,8,6,1,623,8,6,1,626, , , , ,W,204,W,208, , , , ,1100
1682,9,F,Black, ,No,AR,2, ,0,6,2,39,43,8,94,3,1,744,8,74,3,716,9,71,2,707,9,68,3,719,NI,226,P,240, , , , , , , , ,1100
1683,9,M,Black, ,No,AF,1,U4,4,7, ,45,38,7,17,1,0,636,7,7,1,620,8,17,1,644,8,2,1,609, , , , ,W,206,W,216, , , , ,1100
1684,9,M,Black, ,No,O,3,B4,4,17,11,23,34,8,23,1,0,653,8,1,1,601, , , , , , , , ,F,200,F,200, , , , , , , , ,1100
1685,9,M,Black, ,No,O,3, ,0,6,8,38,37,8,24,1,0,655,8,34,2,675,9,47,1,684,9,16,1,661,F,200,NI,228, , , , , , , , ,1100
1686,9,M,Hispanic, ,No,AF,1, ,0,3,11,42,34,7,42,1,0,664,7,55,2,686,8,83,3,719,8,56,2,697, , , , ,NI,220,P,246, , , , ,1100
1687,9,M,Black, ,No,DC,1,F4,4,2,1,43,44,7, , , , ,7, , , , , , , ,8, , , , , , , ,ALT, ,ALT, , , , , ,1100
1688,9,M,Hispanic, ,No,AF,1, ,0,5,3,40,42,7,36,1,0,658,7,35,2,666,8,40,1,671,8,18,1,653, , , , ,W,206,NI,224, , , , ,1100
1689,9,M,Black, ,No,DC,1, ,0,2,5,43,40,7,14,1,0,632,7,16,1,639,8,43,2,674,8,14,1,647, , , , ,W,218,W,218, , , , ,1100
1690,9,F,Black, ,No,O,3,F4,4,2, ,45,43,7,7,1,0,619,7,2,1,600,8,12,1,637,8,5,1,622, , , , ,W,210,W,206, , , , ,1100
1691,9,M,Black, ,No,O,3,L4,4,1,5,37,40,7,23,1,0,644,7,28,2,657,8, , , ,8, , , , , , , , , ,W,210, , , , ,1100
1692,9,M,Hispanic, ,No,AF,1, ,0,3, ,45,42,7,61,2,1,681,7,60,2,691,8,75,2,707,8,84,3,729, , , , ,P,242,P,246, , , , ,1100
1693,9,F,Hispanic, ,No,AF,1,A4,4,4, ,45, ,7,7,1,0,619,7,7,1,620,8,12,1,637,8,8,1,635, , , , ,W,212,W,218, , , , ,1100
1694,9,M,Black, ,No,AF,1, ,0, , , , ,7,26,1,0,648,7,63,3,694, , , , , , , , , , , , , , , , , , , , ,1100
1695,9,M,Black, ,No,AF,1, ,0,7,7,38,38, , , , , , , , , ,8,34,1,665,8,47,2,688, , , , ,W,210,NI,220, , , , ,1100
1696,9,M,Hispanic, ,No,O,3, ,0,3, ,45,42,7,76,2,1,698,7,23,2,651,8,64,2,693,8,26,2,665, , , , ,NI,222,NI,234, , , , ,1100
1697,9,M,Hispanic,S,Yes,AR,2,O4,4,0, ,44,45,7, , , , ,7, , , ,8, , , ,8, , , , , , , ,INC, ,INC, , , , , ,1100
1698,9,M,Hispanic, ,No,O,3,B4,4,0,13,0,13,8,12,1,0,637,8,16,1,651, , , , , , , , ,F,202,F,200, , , , , , , , ,1100
1699,9,M,Black, ,No,O,3, ,0, , , , ,7,69,2,1,689,7, , , ,8,51,2,680,8,22,2,659, , , , ,W,216,W,218, , , , ,1100
1700,9,M,Hispanic, ,No,O,3, ,0,2,3,43,42,7,77,2,1,700,7,35,2,666,8,62,2,691,8,64,3,705, , , , ,NI,220,NI,236, , , , ,1100
1701,9,M,White, ,No,O,3, ,0,5,2,39,43, , , , , , , , , ,8,66,2,695,8,71,3,713, , , , ,W,216,P,240, , , , ,1100
1702,9,F,Black, ,No,AF,1,A4,4,2,4,43, ,7,9,1,0,624,7,1,1,592,8,12,1,637,8,3,1,614, , , , ,W,212,W,206, , , , ,1100
1703,9,F,Black, ,No,AF,1, ,0,1,2,43,43,7,15,1,0,634,7,31,2,661,8,14,1,639,8,38,2,679, , , , ,W,216,NI,232, , , , ,1100
1704,9,F,Hispanic, ,No,O,3, ,0,3,6,42,39,7,74,2,1,696,7,74,3,705,8,64,2,693,8,61,3,702, , , , ,NI,220,P,240, , , , ,1100
1705,9,M,Hispanic, ,No,AF,1,R3,3,1,0,42,45,7,6,1,0,616,7,10,1,628,8,28,1,659,8,6,1,626, , , , ,W,212,W,216, , , , ,1100
1706,9,F,Black, ,No,AF,1, ,0,8,4,37, ,7,61,2,1,681,7,41,2,672,8,72,2,703,8,56,2,697, , , , ,NI,228,P,246, , , , ,1100
1707,9,M,Black, ,No,AR,2, ,0,8,5,37,40,8,61,2,1,690,8,42,2,683,9,67,2,703,9,12,1,652, , , , , , , , , , , , ,1100
1708,9,M,Black, ,No,O,3,A4,4,4,12, ,33,7,2,1,0,593,7,4,1,610,8,15,1,641,8,5,1,622, , , , ,W,202,W,216, , , , ,1100
1709,9,F,Black, ,No,O,3, ,0,2,33,42,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1100
1710,9,F,Black, ,No,AF,1, ,0,3,3, ,42,7,23,1,0,644,7,25,2,653,8,3,1,609,8, , , , , , , ,W,216,NI,232, , , , ,1100
1711,9,M,Black, ,No,O,3, ,0,6,12,37,33, , , , , , , , , ,8,64,2,693,8,49,2,690, , , , ,W,218,NI,228, , , , ,1100
1712,9,F,Black, ,No,AF,1, ,0,1,1,42,44, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1100
1713,9,M,Black, ,No,AF,1, ,0,1,2,43,43,7,44,1,0,666,7,68,3,699,8,51,2,680,8,61,3,702, , , , ,W,216,NI,236, , , , ,1100
1714,9,M,Black, ,No,AR,2,B4,4,1,3,44,42,7,5,1,0,611,7,6,1,617,8,14,1,639,8,5,1,622, , , , ,W,204,W,212, , , , ,1100
1715,9,M,Black, ,No,AF,1, ,0,1, ,44,44,7,65,2,1,685,7,35,2,666,8,70,2,701,8,56,2,697, , , , ,W,218,NI,222, , , , ,1100
1716,9,M,Hispanic, ,No,IH,2, ,0,1,7,43,38,7,24,1,0,646,7,6,1,617,8,28,1,659,8,16,1,651, , , , ,W,210,W,218, , , , ,1100
1717,9,M,Black, ,No,O,2,R3,3,13,22,31,23,7,8,1,0,622,7,6,1,617,8,10,1,634,8,12,1,643, , , , ,W,206,W,218, , , , ,1100
1718,9,F,Hispanic, ,No,O,3, ,0,8,8,29,37, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1100
1719,9,M,Black, ,No,AF,1, ,0,2,5,43,40,7,81,3,1,705,7,71,3,702,8,62,2,691,8,61,3,702, , , , ,NI,222,NI,236, , , , ,1100
1720,9,M,Black, ,No,O,3, ,0,5,4,40, ,7,61,2,1,681,7,26,2,655, , , , ,8,38,2,679, , , , ,NI,220,NI,228, , , , ,1100
1721,9,M,Hispanic, ,No,O,3, ,0,9,15,36,30, , , , , , , , , ,8,9,1,631,8,1,1,601, , , , ,W,210,W,214, , , , ,1100
1722,9,F,Black, ,No,O,3, ,0,12,13,33,32,7,30,1,0,652,7,17,1,641,8,41,1,672,8,40,2,681, , , , ,W,216,NI,228, , , , ,1100
1723,9,F,Black, ,No,O,3,R3,3,2,0,43,45,7,5,1,0,611,7, , , ,8,7,1,626,8,47,2,688, , , , ,W,212,P,244, , , , ,1100
1724,9,F,Black, ,No,O,3, ,0,2,3,43,42,7,53,2,1,673,7,50,2,681, , , , ,8,38,2,679, , , , ,NI,222,P,244, , , , ,1100
1725,9,M,Black, ,No,AF,1, ,0,3,3,42,42,7,32,1,0,654,7,77,3,709,8,81,3,716,8,76,3,719, , , , ,NI,222,P,244, , , , ,1100
1726,9,M,Hispanic, ,No,AF,1, ,0,9,9,33,36,7,26,1,0,648,7,8,1,622,8,30,1,661,8,13,1,645, , , , ,W,206,W,218, , , , ,1100
1727,9,M,Black, ,No,O,3, ,0,12, ,1, ,7,47,2,1,668,7,74,3,705,8,55,2,684,8,86,3,733, , , , ,W,218,P,252, , , , ,1100
1728,9,M,White, ,No,AF,1, ,0,9,6,36,39,8,14,1,0,639,8,26,2,665,9,21,1,660,9,31,2,682,F,208,F,212, , , , , , , , ,1100
1729,9,F,White, ,No,AF,1, ,0,4,12,28,33,7,57,2,1,677,7,39,2,670, , , , , , , , , , , , , , , , , , , , ,1100
1730,9,M,Black, ,No,O,3,L4,4,12,33,33,12,9,25,1,0,664,9,6,1,640,9,13,1,648,9,16,1,661, , , , ,F,214,F,210, , ,F,202,1100
1731,9,F,Black, ,No,AF,1,R3,3,4,36,12, ,7,18,1,0,638,7,8,1,622, , , , , , , , , , , , , , , , , , , , ,1100
1732,9,M,Black, ,No,O,3,R3,3,13,21,27,24,8,8,1,0,629,8,2,1,612,8,17,1,644,8,6,1,626,F,200,F,208,W,206,W,210, , , , ,1100
1733,9,F,Black, ,No,O,3, ,0,1,2,43,43, , , , , ,7,41,2,672,8, , , ,8,61,3,702, , , , ,W,216,NI,238, , , , ,1100
1734,9,M,Black, ,No,AF,1,R2,2,4,9,39,36,7,34,1,0,656,7,18,1,643,8,28,1,659,8,15,1,649, , , , ,W,216,NI,228, , , , ,1100
1735,9,M,Black, ,No,O,3,R3,3,0, ,0, ,7, , , , ,7,25,2,653, , , , , , , , , , , , , , , , , , , , ,1100
1736,9,F,Black, ,No,AR,2, ,0,1,2,44,43,7,9,1,0,624,7,50,2,681,8,36,1,667,8,59,2,700, , , , ,W,214,P,242, , , , ,1100
1737,9,F,Black, ,No,AF,1,R2,2,6,2,37,43,7,12,1,0,629,7,7,1,620,8,10,1,634,8,23,2,661, , , , ,W,206,NI,228, , , , ,1100
1738,9,F,Black, ,No,O,3, ,0,6,3,39,42,8,8,1,0,629,8,3,1,617,9,35,1,674,9,13,1,654,F,200,F,212, , , , , , , , ,1100
1739,9,M,Black, ,No,O,3, ,0,18,26,25,19,9,61,2,1,697,9,76,3,728,9,47,1,684,9,86,3,743, , , , ,F,214,NI,224, , , , ,1100
1740,9,M,Black, ,No,O,3, ,0,2,6,39,39,7,36,1,0,658,7,43,2,674,8,38,1,669,8,66,3,707, , , , , , , , , , , , ,1100
1741,9,M,Black, ,No,AR,2, ,0,1, ,45,44,7,17,1,0,636,7,26,2,655,8,10,1,634,8,26,2,665, , , , ,W,218,NI,234, , , , ,1100
1742,9,M,Hispanic, ,No,TA,1,U4,4,9,3,34,42,7,59,2,1,679,7,14,1,635,8,78,3,712,8,24,2,663, , , , ,W,218,NI,230, , , , ,1100
1743,9,M,Hispanic, ,No,AF,1,R2,2,9,14,36,31,7,20,1,0,640, , , , ,8,61,2,690,8,47,2,688, , , , ,W,210,NI,228, , , , ,1100
1744,9,M,Hispanic, ,No,O,3, ,0, , , , ,7,24,1,0,646,7,12,1,632, , , , , , , , , , , , , , , , , , , , ,1100
1745,9,M,Black, ,No,O,3,R2,2,24, ,10, ,9,21,1,0,660,9,40,2,691, , , , , , , , , , , , , , , , , , , , ,1100
1746,9,M,Black, ,No,AR,2, ,0,11,19,34,26,9, , , , , , , , ,9,8,1,639,9,5,1,637, , , , ,F,208,F,210,F,212,F,208,1100
1747,9,M,Black, ,No,AF,1, ,0,0, ,45,45,7,40,1,0,662,7,74,3,705,8,78,3,712,8,82,3,726, , , , ,NI,226,P,244, , , , ,1100
1748,9,F,Hispanic, ,No,AF,1, ,0,2,3,42,42,7,21,1,0,642,7,18,1,643,8,38,1,669,8,20,2,657, , , , ,W,214,NI,238, , , , ,1100
1749,9,F,Black, ,No,DC,1, ,0,5, ,45,40,7,61,2,1,681,7,18,1,643,8,78,3,712,8,59,2,700, , , , ,NI,228,P,244, , , , ,1100
1750,9,M,Hispanic, ,No,O,3, ,0,2,0,43,45,7,65,2,1,685,7,81,3,715,8,78,3,712,8,69,3,710, , , , ,NI,222,P,242, , , , ,1100
1751,9,M,Hispanic, ,No,AF,1, ,0,1,3,44,42,7,20,1,0,640,7,6,1,617,8,26,1,657,8,23,2,661, , , , ,W,214,NI,220, , , , ,1100
1752,9,F,Hispanic, ,No,O,3, ,0,0, ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1100
1753,9,F,Black, ,No,AF,1, ,0,3,7,16,38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1100
1754,9,F,Black, ,No,IH,2, ,0,8,18,37,27,7,50,2,1,670,7,50,2,681, , , , ,8,59,2,700, , , , ,P,246,NI,230, , , , ,1100
1755,9,M,Black, ,No,O,3, ,0, , , , ,7,26,1,0,648,7,55,2,686,8,32,1,663,8,5,1,622, , , , ,W,216,NI,222, , , , ,1100
1756,9,M,Black, ,No,AF,1, ,0,1,2,43,43,7,30,1,0,652,7,66,3,697,8,23,1,653,8,56,2,697, , , , ,W,216,NI,236, , , , ,1100
1757,9,F,Black, ,No,O,3, ,0,2,5,43,40,7,87,3,1,715,7,77,3,709, , , , ,8,88,3,737, , , , ,NI,238,P,252, , , , ,1100
1758,9,F,Black, ,No,O,3, ,0,6,8,37,37,7,65,2,1,685,7,66,3,697, , , , ,8,71,3,713, , , , ,W,214,P,240, , , , ,1100
1759,9,F,Hispanic, ,No,DC,1,R3,3,3,7,42,38,7,12,1,0,629,7,1,1,595,8,12,1,637,8,10,1,639, , , , ,W,206,W,208, , , , ,1100
1760,9,M,Hispanic, ,No,AF,1,R3,3,13,9,28,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1100
1761,9,M,Black, ,No,O,3, ,0,0,29,3,16,9,28,1,0,667,9,1,1,608, , , , , , , , , , , , , , , , , , , , ,1100
1762,9,M,Black, ,No,AF,1,R3,3,0, ,44,45,7,24,1,0,646,7,35,2,666,8,23,1,653,8,32,2,673, , , , ,W,214,NI,220, , , , ,1100
1763,9,M,Hispanic, ,No,O,3,B4,4,33,44,7, ,8,5,1,0,620,8, , , , , , , , , , , ,F,200,NI,224, , , , , , , , ,1100
1764,9,M,Hispanic, ,No,AF,1,L4,4,1,6,44,39,7,38,1,0,660,7,19,1,645,8,18,1,646,8,3,1,614, , , , ,W,214,W,210, , , , ,1100
1765,9,F,Hispanic, ,No,O,3, ,0, , , , ,7,42,1,0,664,7,17,1,641,8,48,2,678,8,19,1,655, , , , ,NI,220,NI,228, , , , ,1100
1766,9,M,Black, ,No,O,3, ,0,1,1, ,44,7,28,1,0,650,7,16,1,639,8,30,1,661,8,11,1,641, , , , ,W,214,W,216, , , , ,1100
1767,9,F,Hispanic, ,No,DC,1, ,0,2,2,43,43,7,53,2,1,673,7,28,2,657,8,73,2,705,8,38,2,679, , , , ,NI,222,NI,232, , , , ,1100
1768,9,F,Black, ,No,AF,1, ,0,0, ,45,45,7,24,1,0,646,7,68,3,699, , , , ,8,74,3,716, , , , ,W,218,P,252, , , , ,1100
1769,9,M,Black, ,No,O,3, ,0,2,11,42,34,8,38,1,0,669,8,23,2,661,9,18,1,656,9,1,1,608,F,202,NI,230, , , , , , , , ,1100
1770,9,M,Black, ,No,O,3, ,0,1,11,1,34,8,12,1,0,637,8,29,2,669,9,13,1,648,9,40,2,691,F,208,NI,226, , , , , , , , ,1100
1771,9,F,Black, ,No,IH,2, ,0,4,0, ,45,7,42,1,0,664,7,22,2,649,8,57,2,686,8,42,2,683, , , , ,NI,222,NI,232, , , , ,1100
1772,9,F,Black, ,No,O,3,A4,4,5,11,40,34,7,14,1,0,632,7,4,1,608,8,12,1,637,8,3,1,617, , , , ,W,206,W,212, , , , ,1100
1773,9,M,Black, ,No,AF,1, ,0,15,39,21, ,8,23,1,0,653, , , , , , , , , , , , ,LEP, ,LEP, , , , , , , , , ,1100
1774,9,M,Black, ,No,AF,1, ,0,0, ,45,45,8,20,1,0,648,8,34,2,675,8,67,2,697,8,54,2,695,F,216,NI,236,NI,226,P,252, , , , ,1100
1775,9,M,White,F,Yes,AF,1, ,0,1,0,44,45,8,30,1,0,661,8,7,1,630, , , , , , , , ,F,200,F,208, , , , , , , , ,1100
1776,9,M,Black, ,No,AF,1, ,0,26,37,19, ,8,32,1,0,663,8,15,1,649, , , , , , , , ,F,200,F,218, , , , , , , , ,1100
1777,9,M,Black,F,Yes,AF,1, ,0,2,8,43,37, , , , , , , , , , , , , ,9,1,1,605, , , , , , , , , , , , ,1100
1778,9,M,Asian, ,No,DC,1, ,0,3,3, ,42,7,99,4,1,759,7,66,3,697,8,95,3,747,8,71,3,713, , , , ,P,254,P,244, , , , ,1100
1779,9,M,Black, ,No,AR,2, ,0,0,12,45,33, , , , , , , , , ,8,59,2,688,8,79,3,722, , , , ,NI,220,P,246, , , , ,1100
