firmid,year,kod2,kod3,kod4,r,ec,cc,h,h_interp,c1,c2,c3,c4,c5,k1,k2,k3,f1,f2,f3,f4,f5,lagk1,lagk2,lagk3,lagf1,lagf2,lagf3,lagf4,lagf5,lc,va,lc_was_fixed
"94291775",2019,"55","551","5510",3185387,2345237,840150,8,8,24,0,0,0,0,4884560,15223,2222274,0.522832324151034,0.180864622952101,176592,2455790,7122057,5074005,8778,1540920,1970234,352128,199206,2838867,6623703,59491.6838487972,899641.683848797,"FALSE"
"94291799",2019,"55","551","5510",318866,295802,23064,NA,NA,25,0,0,0,0,230060,0,464146,450635,0,0,0,694206,246583,0,431858,464043,0,0,0,678441,NA,NA,NA
"94292145",2019,"55","551","5510",196390,243306,-46916,10,10,119,0,0,0,0,808038,1028,80761,0.46870228328116,0.00427743269873411,0,0,889827,811123,1108,147143,954605,0,0,0,959374,143130.911292288,96214.9112922881,"FALSE"
"94292330",2019,"55","551","5510",208379,173425,34954,NA,NA,30,0,0,0,0,287543,0,110478,-106280,0,485634,0,398021,287543,0,187432,-115621,0,576604,0,474975,NA,NA,NA
"94292391",2019,"55","551","5510",350360,337540,12820,NA,NA,119,0,0,0,0,374576,0,442143,405176,25709,132338,71732,816719,387908,498,379260,458675,51548,140788,71580,767666,NA,NA,NA
"94292606",2019,"55","551","5510",487045,334618,152427,NA,NA,22,0,0,0,0,2716267,0,174316,2048128,0,394507,0,2890583,2700478,0,193154,2074692,0,484848,0,2893632,NA,NA,NA
"94292643",2019,"55","551","5510",1176728,990578,186150,1,1,20,0,0,0,0,4484790,0,1348121,0.256623814038119,2.75911965699203e-006,0,0,5832911,4568184,33931,700769,1957471,1591068,0,866907,5302884,7436.46048109966,193586.4604811,"FALSE"
"94293074",2019,"55","551","5510",69470,68798,672,NA,NA,119,0,0,0,0,85870,5460,627633,651723,0,40215,0,718963,87640,5583,618014,653361,0,40215,0,711237,NA,NA,NA
"94293130",2019,"55","551","5510",130351,139820,-9469,NA,NA,27,0,0,0,0,210043,0,213387,422322,0,0,0,423430,211657,0,222691,433405,0,0,0,434348,NA,NA,NA
"94293142",2019,"55","551","5510",1170351,764626,405725,3,3,23,0,0,0,0,7114620,547,1860708,0.381514558178955,0.000489334928865035,3650332,13879,8975875,7124977,347,1625382,3050981,1768910,3650332,15278,8750706,22309.381443299,428034.381443299,"FALSE"
"94293154",2019,"55","551","5510",67682,56897,10785,NA,NA,23,0,0,0,0,364508,8988,365279,352412,0,75943,0,738775,423755,814,313477,414037,0,79360,0,738046,NA,NA,NA
"94294046",2019,"55","551","5510",248908,246247,2661,NA,NA,119,0,0,0,0,360573,754,206515,563260,0,0,0,567842,319065,1025,264914,579607,0,0,0,585004,NA,NA,NA
"94294095",2019,"55","551","5510",32200,59181,-26981,NA,NA,119,0,0,0,0,526650,353,6909,387019,0,0,0,533912,526650,319,16822,415445,0,0,0,543791,NA,NA,NA
"94294102",2019,"55","551","5510",410562,304632,105930,NA,NA,26,0,0,0,0,408691,0,826681,1220993,0,0,0,1235372,381310,0,842653,1160532,0,0,0,1223963,NA,NA,NA
"94294151",2019,"55","551","5510",0,1312,-1312,0,0,27,0,0,0,0,0,0,733039,724771,0,0,0,733039,0,0,744284,726915,0,0,0,744284,0,-1312,"FALSE"
"94294300",2019,"55","551","5510",341792,124845,216947,NA,NA,25,0,0,0,0,748411,0,1003499,1092588,0,567547,0,1751910,748411,0,1245260,960300,0,739473,0,1993671,NA,NA,NA
"94294323",2019,"55","551","5510",416616,311450,105166,NA,NA,40,0,0,0,0,821200,10050,437175,1034333,0,0,125840,1268425,812660,14012,354443,930305,0,0,141742,1181115,NA,NA,NA
"94294360",2019,"55","551","5510",165000,110271,54729,NA,NA,35,0,0,0,0,302569,395,139787,340234,0,94393,0,442751,317118,174,126225,430035,0,201,0,443517,NA,NA,NA
"94294372",2019,"55","551","5510",8575,2101,6474,NA,NA,25,0,0,0,0,54187,0,4928,55558,0,0,0,59115,54202,0,1006,51537,0,0,0,55208,NA,NA,NA
"94294415",2019,"55","551","5510",103221,86650,16571,NA,NA,25,0,0,0,0,291266,0,124065,412557,0,383,0,415331,295786,0,120416,406670,0,642,0,416202,NA,NA,NA
"94294427",2019,"55","551","5510",0,5483,-5483,NA,NA,119,0,0,0,0,299950,0,192350,492300,0,0,0,492300,300475,0,197833,498308,0,0,0,498308,NA,NA,NA
"94294648",2019,"55","551","5510",56015,76915,-20900,NA,NA,119,0,0,0,0,1361313,4979,258025,1306924,0,0,0,1624317,1377937,3120,289631,1345249,0,0,0,1670688,NA,NA,NA
"94294741",2019,"55","551","5510",12000,3827,8173,NA,NA,119,0,0,0,0,434897,0,17605,418313,0,0,0,452502,434897,0,8354,410577,0,0,0,443251,NA,NA,NA
"94294765",2019,"55","551","5510",25097,26221,-1124,NA,NA,29,0,0,0,0,303557,0,64330,354742,0,0,0,367887,303557,0,64707,356734,0,0,0,368264,NA,NA,NA
"94294789",2019,"55","551","5510",46191282,32535804,13655478,60,60,29,1,0,0,0,38256240,310643,133096640,0.433379253217616,0.250337736102262,4776562,172328,171663523,152927657,276058,28217798,89030413,50219464,26804010,8414096,181421513,858785.467753728,14514263.4677537,"FALSE"
"94294821",2019,"55","551","5510",830453,545188,285265,NA,NA,29,0,0,0,0,3274754,337,662844,3275833,0,331923,0,3937935,3308354,741,822989,3195056,0,468586,0,4132084,NA,NA,NA
"94294901",2019,"55","551","5510",416363,357998,58365,1,1,119,0,0,0,0,827853,1856,1004589,0.188848958297821,1.75000871353306e-008,59439,0,1834298,839174,1255,961730,1664452,0,59439,0,1802159,7436.46048109966,65801.4604810997,"FALSE"
"94294986",2019,"55","551","5510",59816,41369,18447,NA,NA,25,0,0,0,0,1276294,0,20643,1171099,0,115000,0,1296937,1301533,0,12545,1178562,0,115000,0,1314078,NA,NA,NA
"94296088",2019,"55","551","5510",3578574,2555763,1022811,2,2,29,0,0,0,0,9489391,13146,1415313,0.561938189055309,0.135533217120987,1575,7237870,10917850,9060685,24470,1237971,1857246,0,1575,6841442,10323126,14872.9209621993,1037683.9209622,"FALSE"
"94298383",2019,"55","551","5510",565289,507744,57545,1,1,119,0,0,0,0,1413078,0,504120,0.188756328036265,1.73459176466333e-008,160891,17906,1917198,1477985,0,510063,966894,725561,181719,18436,1988048,7436.46048109966,64981.4604810997,"FALSE"
"94300997",2019,"55","551","5510",118499,147517,-29018,NA,NA,26,0,0,0,0,409133,10228,21343,236549,15490,50000,10671,440704,459713,2825,10875,294900,0,35660,0,473413,NA,NA,NA
"94301017",2019,"55","551","5510",1615923,1230578,385345,6,6,119,0,0,0,0,4717248,1472,1633994,0.44460904302729,0.00250986047127064,4615,161032,6352714,4961017,1471,1571934,5296006,1073503,0,0,6534422,44618.7628865979,429963.762886598,"FALSE"
"94301029",2019,"55","551","5510",430211,295401,134810,1,1,32,0,0,0,0,1579407,2499,290685,0.578319462674408,0.0446898689261271,1039525,0,1872591,1659188,2942,267712,830517,0,1090671,0,1929842,7436.46048109966,142246.4604811,"FALSE"
"94301379",2019,"55","551","5510",153031,92050,60981,NA,NA,119,0,0,0,0,252997,20913,159163,378523,0,0,0,433073,262878,21291,122684,376892,0,0,0,406853,NA,NA,NA
"94301933",2019,"55","551","5510",60001,21446,38555,NA,NA,119,0,0,0,0,336841,408,390816,497391,0,190432,0,728065,348813,319,362121,483525,0,190638,0,711253,NA,NA,NA
"94301957",2019,"55","551","5510",99963,74602,25361,5,5,119,0,0,0,0,236394,204,59811,0.352556394890277,0.292942933418298,0,0,296409,243876,189,41946,228763,0,0,0,286011,37182.3024054983,62543.3024054983,"FALSE"
"94302075",2019,"55","551","5510",458056,432626,25430,NA,NA,19,0,0,0,0,1072352,619,1120863,1512729,0,556079,0,2193834,1065767,1551,1055688,1303168,0,538217,0,2123006,NA,NA,NA
"94302260",2019,"55","551","5510",244327,218510,25817,0,0,27,0,0,0,0,1486413,0,169240,1603647,0,0,0,1655653,1488134,0,250218,1613820,0,0,0,1738352,0,25817,"FALSE"
"94302352",2019,"55","551","5510",55320,55379,-59,0,0,26,0,0,0,0,137534,0,72814,180961,0,0,0,210348,240472,328,250773,490390,0,0,0,491573,0,-59,"FALSE"
"94302837",2019,"55","551","5510",96125,100784,-4659,NA,NA,27,0,0,0,0,403344,0,230959,399048,0,206832,0,634303,417093,0,267511,429995,0,221628,0,684604,NA,NA,NA
"94303139",2019,"55","551","5510",709567,469386,240181,NA,NA,30,0,0,0,0,981602,10045,834914,812422,218317,0,101136,1826561,1027848,15434,392336,793168,210104,6971,40754,1435618,NA,NA,NA
"94306584",2019,"55","551","5510",34145,2100,32045,NA,NA,28,1,0,0,0,4108342,0,282868,4388126,0,0,0,4391210,4238712,0,261110,4486459,0,0,0,4499822,NA,NA,NA
"94306977",2019,"55","551","5510",132302,69292,63010,1,1,119,0,0,0,0,455186,0,56635,0.210476890801384,0.329103932782926,113940,0,511821,452220,0,66454,348872,0,168896,0,518674,7436.46048109966,70446.4604810997,"FALSE"
"94307022",2019,"55","551","5510",37248,30401,6847,0,0,29,0,0,0,0,151058,0,87978,221930,0,0,0,239036,153145,0,73874,216746,0,0,0,227019,0,6847,"FALSE"
"94310585",2019,"55","551","5510",18576,17350,1226,NA,NA,29,0,0,0,0,92492,326,83618,166454,0,0,0,176436,95434,382,84201,165579,0,0,0,180017,NA,NA,NA
"94310641",2019,"55","551","5510",75498,88766,-13268,NA,NA,119,0,0,0,0,310920,0,104817,273833,0,44105,0,415737,325284,0,109709,279144,0,44105,0,434993,NA,NA,NA
"94310813",2019,"55","551","5510",25000,8053,16947,0,0,119,0,0,0,0,685559,1982,1092000,923307,681410,0,0,1779541,685249,0,1147639,921348,695136,0,0,1832888,0,16947,"FALSE"
"94310849",2019,"55","551","5510",95061,67206,27855,NA,NA,28,0,0,0,0,268175,0,119122,366519,0,0,0,387297,267364,0,76370,341952,0,0,0,343734,NA,NA,NA
"94311084",2019,"55","551","5510",50287,37809,12478,NA,NA,119,0,0,0,0,424471,0,115726,535607,0,0,0,540197,425774,0,127862,528968,0,0,0,553636,NA,NA,NA
"94311232",2019,"55","551","5510",113994,117928,-3934,0,0,119,0,0,0,0,294266,932,617101,906579,0,0,0,912299,292498,1002,694427,984349,0,0,0,987927,0,-3934,"FALSE"
"94311521",2019,"55","551","5510",12908,14342,-1434,NA,NA,26,0,0,0,0,403869,0,52160,296398,0,86552,0,456029,438231,0,55955,331556,0,96756,0,494186,NA,NA,NA
"94311625",2019,"55","551","5510",237466,373196,-135730,NA,NA,22,0,0,0,0,2557979,1685,218356,800602,1900000,0,0,2778020,2788869,1464,146095,952981,1900000,0,0,2936428,NA,NA,NA
"94312787",2019,"55","551","5510",64112,23669,40443,0,0,119,0,0,0,0,317667,0,1035472,1305178,0,0,0,1353139,382076,0,979408,1305178,0,0,0,1361484,0,40443,"FALSE"
"94312947",2019,"55","551","5510",622430,656965,-34535,6,6,27,0,0,0,0,586493,11345,152362,0.0347712406669986,5.24328946625851e-028,0,0,750200,574955,10348,217011,758761,0,0,0,802314,44618.7628865979,10083.7628865979,"FALSE"
"94313053",2019,"55","551","5510",163697,130674,33023,NA,NA,30,0,0,0,0,154326,0,215443,344490,0,12487,0,369769,149128,0,20294,152264,0,0,0,169422,NA,NA,NA
"94313110",2019,"55","551","5510",872487,585384,287103,NA,NA,119,0,0,0,0,1340850,7882,808278,2131494,0,0,0,2157010,1280615,7882,849862,2092129,0,0,0,2138359,NA,NA,NA
"94313225",2019,"55","551","5510",221823,169713,52110,NA,NA,119,0,0,0,0,493329,0,209603,590098,0,94968,0,702932,508970,0,195296,567869,0,120252,0,704266,NA,NA,NA
"94313262",2019,"55","551","5510",384605,285113,99492,1,1,119,0,0,0,0,643334,577,271008,0.583853446233,0.0916441888028205,103335,0,914919,614282,619,306076,759078,0,109375,0,920977,7436.46048109966,106928.4604811,"FALSE"
"94313366",2019,"55","551","5510",4653161,3728397,924764,8,8,24,0,0,0,0,9430307,66504,2683007,0.575584120741642,0.0410477196419911,0,815099,12179818,9417878,73248,2680789,8799646,2300000,0,705370,12171915,59491.6838487972,984255.683848797,"FALSE"
"94313409",2019,"55","551","5510",2184388,1849704,334684,4,4,22,0,0,0,0,2110449,1500,5008493,0.358872117694472,0.000242112279703747,2487,0,7120442,2179491,1636,4734806,6861586,0,2487,5,6915933,29745.8419243986,364429.841924399,"FALSE"
"94313587",2019,"55","551","5510",263100,232356,30744,NA,NA,26,0,0,0,0,510439,10379,40126,215208,0,127053,0,560944,466729,19735,67824,227962,0,120016,0,554288,NA,NA,NA
"94314690",2019,"55","551","5510",104323,101725,2598,0,0,31,0,0,0,0,411633,0,27672,396957,0,30273,0,439305,443120,0,100975,499776,0,30273,0,544095,0,2598,"FALSE"
"94314707",2019,"55","551","5510",998283,688642,309641,NA,NA,23,0,0,0,0,2790697,3648,934838,3477401,174697,0,0,3729183,2776768,2731,962924,3407928,219540,0,0,3742423,NA,NA,NA
"94314720",2019,"55","551","5510",166784,111079,55705,NA,25,23,0,0,0,0,115681,961,111768,0.458538928551471,0.233655717332657,11672,0,228410,111822,825,107342,196790,0,13892,0,219989,111079,166784,"TRUE"
"94314781",2019,"55","551","5510",3589137,3330937,258200,50,50,23,0,0,0,0,12475955,39772,1133140,0.498827013260315,0.00797240895644438,118785,1597924,13648867,13060135,58910,1008281,4431112,0,6624272,1805749,14127326,715654.55646144,973854.55646144,"FALSE"
"94315175",2019,"55","551","5510",254302,272737,-18435,NA,NA,28,0,0,0,0,421998,0,6186,294192,0,0,0,428184,414876,0,17090,328668,0,0,0,431966,NA,NA,NA
"94315199",2019,"55","551","5510",107147,94093,13054,NA,NA,28,0,0,0,0,552585,0,76814,416618,0,0,0,629399,571111,0,64566,53538,0,0,0,635677,NA,NA,NA
"94317052",2019,"55","551","5510",0,4232,-4232,NA,NA,29,0,0,0,0,319679,0,28131,318080,0,0,0,347810,319679,0,32046,323112,0,0,0,351725,NA,NA,NA
"94317156",2019,"55","551","5510",5478,3295,2183,NA,NA,29,1,0,0,0,126912,0,50891,175326,0,0,0,177803,126912,0,48152,173907,0,0,0,175064,NA,NA,NA
"94317642",2019,"55","551","5510",0,12684,-12684,NA,NA,119,1,0,0,0,120512,0,4083,71211,0,0,0,124595,120512,0,6458,83928,0,0,0,126970,NA,NA,NA
"94317709",2019,"55","551","5510",17852515,18741874,-889359,150,150,28,1,0,0,0,317668853,318604,10233592,0.0237702354764262,3.94231224954893e-034,73629592,46607845,328221049,425841072,4532661,29225496,302306970,0,101197017,23367542,459599229,2146963.66938432,1257604.66938432,"FALSE"
"94318048",2019,"55","551","5510",373818,303008,70810,NA,NA,119,1,0,0,0,892738,261821,535031,1570150,0,0,0,1689590,914848,252127,479203,1544940,0,0,0,1646178,NA,NA,NA
"94318640",2019,"55","551","5510",91102,73052,18050,NA,NA,119,0,0,0,0,388537,0,6706,264430,0,37322,0,395243,387656,0,1009,253505,0,49215,0,388665,NA,NA,NA
"94319205",2019,"55","551","5510",1,4433,-4432,NA,0.5,28,1,0,0,0,331070,0,2962,327638,0,0,0,334032,338704,0,6652,339705,0,0,0,345356,3718.23024054983,-713.769759450172,"FALSE"
"94319229",2019,"55","551","5510",9462716,8534875,927841,1,1,28,0,0,0,0,5130908,63894,13388612,0.455744208576925,0.00322645782223142,3000000,0,18583414,4679135,63441,12566334,12206474,0,1750000,0,17308910,7436.46048109966,935277.4604811,"FALSE"
"94319997",2019,"55","551","5510",95807,70118,25689,NA,NA,28,1,0,0,0,182978,0,70822,200335,0,0,0,253800,206016,0,49591,199367,0,0,0,255607,NA,NA,NA
"94322928",2019,"55","551","5510",8399,8798,-399,NA,NA,119,0,0,0,0,510577,0,30369,538376,0,0,0,540946,515758,0,30899,543996,0,0,0,546657,NA,NA,NA
"94324184",2019,"55","551","5510",88981,51325,37656,NA,NA,119,1,0,0,0,486418,0,232449,665919,0,1575,0,718867,526558,0,168443,669179,0,1575,0,695001,NA,NA,NA
"94325076",2019,"55","551","5510",2092177,1622145,470032,22,22,30,1,0,0,0,2695616,6107,736928,0.469882706866575,0.225511195504822,0,539079,3438651,3703127,5711,750264,3216634,0,41220,470943,4459102,314888.004843034,784920.004843034,"FALSE"
"94327346",2019,"55","551","5510",0,6736,-6736,NA,NA,28,1,0,0,0,232398,0,142471,373869,0,0,0,374869,258695,0,149208,406903,0,0,0,407903,NA,NA,NA
"94329200",2019,"55","551","5510",157876,186229,-28353,NA,NA,25,0,0,0,0,192444,4736,5827,142679,0,0,0,203007,196991,4472,9699,171307,0,0,0,211162,NA,NA,NA
"94329419",2019,"55","551","5510",277774,232008,45766,1,1,23,0,0,0,0,906065,1291,130449,0.272839304549783,6.77950196295189e-006,0,0,1037805,946203,13716,239814,660832,0,237711,0,1199733,7436.46048109966,53202.4604810997,"FALSE"
"94331789",2019,"55","551","5510",76051,52313,23738,NA,NA,23,0,0,0,0,1031059,209,253901,1264588,0,0,0,1285169,1039172,359,238366,1258683,0,0,5837,1277897,NA,NA,NA
"94331808",2019,"55","551","5510",132755,96345,36410,5,5,22,0,0,0,0,102388,0,160784,0.55121593500155,0.149834772075415,57749,0,263172,124955,0,138129,195000,0,64006,0,263084,37182.3024054983,73592.3024054983,"FALSE"
"94331821",2019,"55","551","5510",38170,28507,9663,NA,NA,22,0,0,0,0,1001685,0,28688,964897,0,0,0,1030373,961721,55000,42046,980388,0,0,0,1058767,NA,NA,NA
"94331870",2019,"55","551","5510",317410,293572,23838,NA,NA,21,0,0,0,0,850801,0,38582,879380,0,0,0,889383,1070914,0,209383,713479,486111,0,80013,1280297,NA,NA,NA
"94332080",2019,"55","551","5510",78650,196814,-118164,NA,NA,23,0,0,0,0,406250,0,52066,-323807,0,529130,0,458316,394670,0,74328,-204745,0,529130,0,468998,NA,NA,NA
"94332184",2019,"55","551","5510",1010073,737134,272939,1,1,22,0,0,0,0,2833751,0,1413970,0.408869717308438,0.00104605175121588,58817,0,4247721,2550052,0,1907733,4184788,0,70503,0,4457785,7436.46048109966,280375.4604811,"FALSE"
"94332215",2019,"55","551","5510",46175,42445,3730,NA,NA,23,0,0,0,0,56360,0,261984,318314,0,0,0,318344,56360,0,269754,318314,0,0,0,326114,NA,NA,NA
"94332239",2019,"55","551","5510",3120895,2318480,802415,1,1,32,0,0,0,0,8202361,7611,1613646,0.529865506275905,0.0147820151689969,65640,3373033,9823618,7550291,10850,2056459,3435429,0,62118,3454009,9617600,7436.46048109966,809851.4604811,"FALSE"
"94332240",2019,"55","551","5510",505055,463434,41621,NA,NA,23,0,0,0,0,262892,0,647542,787116,0,88483,0,910434,455318,0,301530,488108,0,0,254181,756848,NA,NA,NA
"94333039",2019,"55","551","5510",119037,122198,-3161,NA,NA,28,1,0,0,0,593015,0,212688,625574,0,0,140768,805703,594488,0,246270,638945,0,0,147952,840758,NA,NA,NA
"94333840",2019,"55","551","5510",202341,135020,67321,NA,NA,28,1,0,0,0,1101533,0,34358,1045064,0,0,0,1135891,1071984,0,6984,1022562,0,0,0,1078968,NA,NA,NA
"94335021",2019,"55","551","5510",523315,388593,134722,NA,NA,27,0,0,0,0,1290538,2950,770816,854002,0,555148,0,2064304,1314524,1212,683214,828725,0,276000,0,1998950,NA,NA,NA
"94335531",2019,"55","551","5510",8024570,7844213,180357,3,3,30,0,0,0,0,19343254,28407,17343637,0.0214554887244124,6.86996063638854e-036,694782,424000,36715298,21255268,30846,17257563,5372560,0,458361,26020959,38543677,22309.381443299,202666.381443299,"FALSE"
"94336890",2019,"55","551","5510",240398,172294,68104,NA,NA,32,1,0,0,0,309264,0,331284,633149,0,0,0,640548,318314,0,310270,602990,0,0,0,628584,NA,NA,NA
"94337143",2019,"55","551","5510",0,209589,-209589,NA,NA,27,1,0,0,0,294613,0,6730,301343,0,0,0,301343,594540,0,3292,521332,0,0,0,597832,NA,NA,NA
"94338268",2019,"55","551","5510",12140,16377,-4237,NA,NA,22,0,0,0,0,2950000,68394,90318,3103316,0,0,0,3108712,1115965,68394,95931,1274321,0,0,0,1280290,NA,NA,NA
"94338281",2019,"55","551","5510",0,4439,-4439,NA,NA,22,0,0,0,0,4942188,0,719253,5651291,0,0,0,5661441,4942188,0,726972,5656529,0,0,0,5669160,NA,NA,NA
"94338397",2019,"55","551","5510",87723,95798,-8075,NA,NA,25,0,0,0,0,1813388,14956,475505,954819,0,941009,0,2303849,1834781,14956,495044,1026776,0,921597,0,2344781,NA,NA,NA
"94338938",2019,"55","551","5510",56943,21680,35263,NA,NA,119,1,0,0,0,265752,0,377344,569186,0,0,42874,643096,266290,0,368251,560888,0,0,45026,634541,NA,NA,NA
"94339185",2019,"55","551","5510",1843270,980448,862822,NA,NA,28,0,0,0,0,2879801,0,3805436,6015668,0,197818,0,6685237,2162498,0,4124653,5604795,0,197818,0,6287151,NA,NA,NA
"94339204",2019,"55","551","5510",8179031,5724652,2454379,13,13,28,0,0,0,0,17969470,122266,2675360,0.240014400098508,0.326136643650631,328265,3118228,20767096,15707035,103712,3377968,8006906,2979105,2125659,4597105,19188715,186070.184679975,2640449.18467997,"FALSE"
"94339230",2019,"55","551","5510",981834,780865,200969,1,1,27,0,0,0,0,1080280,69436,2125953,0.39771798235436,0.000775709787448149,0,747716,3275669,1051071,129804,2160546,1020020,1257259,0,767777,3341421,7436.46048109966,208405.4604811,"FALSE"
"94339265",2019,"55","551","5510",6216737,3942895,2273842,NA,NA,119,0,0,0,0,4390963,6175,9484094,12997770,33291,75279,327,13881232,3728166,5155,8693793,11341565,77681,0,327,12427114,NA,NA,NA
"94339277",2019,"55","551","5510",371846,295625,76221,NA,NA,119,0,0,0,0,476388,76214,292757,844239,0,0,0,845359,476388,9810,300832,786310,0,0,0,787030,NA,NA,NA
"94339321",2019,"55","551","5510",1286227,772412,513815,1,1,119,0,0,0,0,2256670,0,484845,0.0215297929742864,0.209827641161621,780834,0,2741515,2364183,0,358938,1313310,0,864097,0,2723121,7436.46048109966,521251.4604811,"FALSE"
"94339345",2019,"55","551","5510",3724740,3139813,584927,NA,NA,42,0,0,0,0,5608128,13258,2389790,5692286,1442997,0,181627,8011176,5215321,3963,2465945,5399318,1291463,0,175454,7685229,NA,NA,NA
"94339357",2019,"55","551","5510",215612,79218,136394,NA,NA,23,0,0,0,0,1617675,0,1388677,2608192,0,350000,0,3006352,1660085,0,1244537,2504654,0,350000,0,2904622,NA,NA,NA
"94339382",2019,"55","551","5510",832301,655120,177181,1,1,119,0,0,0,0,2282124,893,1326883,0.288028896796964,1.45559213912483e-005,0,0,3609900,2191759,0,1302135,2051214,0,0,0,3493894,7436.46048109966,184617.4604811,"FALSE"
"94339610",2019,"55","551","5510",2697992,1595403,1102589,5,5,24,0,0,0,0,6461267,24876,579855,0.0258326145012647,0.220875205852828,0,26011,7065998,6870693,46993,551608,4930710,1848263,58305,10985,7469294,37182.3024054983,1139771.3024055,"FALSE"
"94339843",2019,"55","551","5510",68046,68770,-724,NA,NA,22,0,0,0,0,88057,0,162129,234809,0,0,0,250186,93524,814,165261,245170,0,0,0,259599,NA,NA,NA
"94339959",2019,"55","551","5510",151637,170484,-18847,2,2,44,0,0,0,0,412343,0,666442,1064380,0,0,0,1078785,404481,0,716778,1108750,0,0,0,1121259,14872.9209621993,-3974.07903780069,"FALSE"
"94340829",2019,"55","551","5510",495261,507405,-12144,NA,NA,119,0,0,0,0,3030757,0,378438,2485702,811156,0,70155,3409195,3206069,0,339333,2559907,228086,0,717495,3545402,NA,NA,NA
"94340909",2019,"55","551","5510",184753,188300,-3547,3,3,21,0,0,0,0,579479,306,180110,0.0940621138111085,5.29762569298164e-015,0,0,759895,641796,437,205814,840675,0,0,0,848047,22309.381443299,18762.381443299,"FALSE"
"94341088",2019,"55","551","5510",3205914,3161539,44375,NA,11,53,0,0,0,0,29798914,40298,5253191,0.0348489465549118,5.6709878729087e-028,7228320,23665700,35092403,30488443,54057,5199609,2831885,23160212,7830106,18236,35742109,157444.002421517,201819.002421517,"FALSE"
"94344110",2019,"55","551","5510",1091520,824022,267498,21,21,119,1,0,0,0,1231692,120,230329,0.0582595246452988,0.273660828110778,192899,0,1462141,1215112,1895,263664,1092637,0,196268,138034,1480671,300574.913713805,568072.913713805,"FALSE"
"94347136",2019,"55","551","5510",197683,146264,51419,NA,NA,119,0,0,0,0,355011,1085,279132,300809,233337,51997,29658,635228,364616,2475,254622,282469,241409,53874,28910,621713,NA,NA,NA
"94347216",2019,"55","551","5510",737694,545193,192501,NA,NA,40,0,0,0,0,1257180,0,726201,1777515,81133,11476,0,1983381,1283939,13965,665302,1767108,119619,11476,0,1963206,NA,NA,NA
"94349260",2019,"55","551","5510",0,3341,-3341,NA,NA,27,1,0,0,0,125893,0,11356,81527,0,0,0,137249,125893,0,14371,84867,0,0,0,140264,NA,NA,NA
"94349965",2019,"55","551","5510",364264,236170,128094,NA,NA,27,1,0,0,0,760391,1100,451581,907142,0,15114,124972,1213072,818824,1006,285055,898196,0,15114,10452,1104885,NA,NA,NA
"94351395",2019,"55","551","5510",0,13480,-13480,0,0,54,1,0,0,0,989285,0,19273,763896,0,0,0,1008558,989285,0,19283,777376,0,0,0,1008568,0,-13480,"FALSE"
"94351463",2019,"55","551","5510",677942,349431,328511,NA,NA,27,1,0,0,0,576469,0,265412,764043,0,0,0,841881,463248,0,268296,603501,0,0,0,731544,NA,NA,NA
"94351579",2019,"55","551","5510",625915,442011,183904,NA,NA,27,0,0,0,0,350873,0,511438,717594,0,0,0,862311,343756,0,373883,603040,0,0,0,717639,NA,NA,NA
"94351961",2019,"55","551","5510",2466857,2201663,265194,NA,NA,119,0,0,0,0,1417084,5772,2383614,2609957,0,0,169897,3806470,1353726,5025,2061041,2615727,0,0,171549,3419792,NA,NA,NA
"94352841",2019,"55","551","5510",6550034,5777467,772567,12,12,27,0,0,0,0,10252048,135649,799791,0.586405194283988,0.0676897354709653,344956,2791514,11187488,9906844,328775,1070210,2238068,5335361,364956,2333870,11305829,171757.093550746,944324.093550746,"FALSE"
"94353327",2019,"55","551","5510",1378012,927082,450930,NA,NA,27,1,0,0,0,241898,13584,1805203,1094077,0,11344,432220,2060685,249102,10513,1590048,836885,0,11344,426679,1849663,NA,NA,NA
"94354545",2019,"55","551","5510",980115,542976,437139,NA,NA,10,0,0,0,0,3163494,0,1586701,4602006,0,80683,0,4750195,3242119,0,1374403,4428437,0,87589,0,4616522,NA,NA,NA
"94355554",2019,"55","551","5510",87830,68434,19396,NA,NA,29,0,0,0,0,209699,0,63040,259078,0,0,0,272739,210117,0,58313,243939,0,0,0,268430,NA,NA,NA
"94356434",2019,"55","551","5510",24134,13239,10895,NA,NA,119,0,0,0,0,255602,0,33802,262428,0,0,0,289404,304012,0,25893,299957,0,0,0,329905,NA,NA,NA
"94357130",2019,"55","551","5510",1817127,1199871,617256,1,1,23,0,0,0,0,4021749,141303,621045,0.160587950695649,0.326965977708467,619999,0,4784097,2147715,141306,1210760,3030376,0,0,0,3499781,7436.46048109966,624692.4604811,"FALSE"
"94357178",2019,"55","551","5510",275822,318694,-42872,NA,NA,22,0,0,0,0,236279,0,150226,288707,0,0,0,386505,231977,0,186489,331579,0,0,0,418466,NA,NA,NA
"94357314",2019,"55","551","5510",272900,250758,22142,0,0,21,0,0,0,0,1229438,2999,51554,1090781,0,95257,54440,1283991,1308346,2706,90488,1155662,25328,101297,63386,1401540,0,22142,"FALSE"
"94357340",2019,"55","551","5510",2179777,1475858,703919,10,10,20,0,0,0,0,5134309,6250,7007163,0.468396680797682,0.00424957118752095,0,307244,12147722,5574500,5653,6300657,10800578,0,0,430130,11880810,143130.911292288,847049.911292288,"FALSE"
